,price,price,price,price,load,load,load,load
2023-06-01 20:00:00,38.85820257142857,15.288791,82.357139,20.970577075070125,93508.04761904762,70579.0,116221.0,16887.444227816686
2023-06-01 21:00:00,38.84456854545454,15.288791,82.357139,20.465287610823243,93979.5,70579.0,116221.0,16628.1502070893
2023-06-01 22:00:00,38.50612573913043,15.288791,82.357139,20.060529953848096,94088.73913043478,70579.0,116221.0,16254.287767784374
2023-06-01 23:00:00,38.07752983333334,15.288791,82.357139,19.73161918618732,93872.75,70579.0,116221.0,15932.1832867504
2023-06-02 00:00:00,37.47316688,15.288791,82.357139,19.5511072245256,93390.4,70579.0,116221.0,15782.096385884019
2023-06-02 01:00:00,36.80483976923077,15.288791,82.357139,19.456853580638857,92772.76923076923,70579.0,116221.0,15780.676336095848
2023-06-02 02:00:00,36.08239214814815,15.288791,82.357139,19.4448174212965,92086.66666666667,70579.0,116221.0,15879.5960324514
2023-06-02 03:00:00,35.34042667857143,15.288791,82.357139,19.48105602441992,91384.35714285714,70579.0,116221.0,16019.767021504418
2023-06-02 04:00:00,34.65731534482759,15.288791,82.357139,19.480506971146433,90725.37931034483,70579.0,116221.0,16126.399944575785
2023-06-02 05:00:00,34.10850023333333,15.288791,82.357139,19.3762799666434,90189.8,70579.0,116221.0,16115.164230175173
2023-06-02 06:00:00,33.70755222580645,15.288791,82.357139,19.1809564311712,89837.06451612903,70579.0,116221.0,15965.556453264186
2023-06-02 07:00:00,33.3600324375,15.288791,82.357139,18.971180631950645,89643.4375,70579.0,116221.0,15744.083656711056
2023-06-02 08:00:00,33.12271981818182,15.288791,82.357139,18.722102227882328,89599.60606060606,70579.0,116221.0,15498.175354173543
2023-06-02 09:00:00,32.95333447058823,15.288791,82.357139,18.46268909538971,89702.17647058824,70579.0,116221.0,15273.262705292678
2023-06-02 10:00:00,32.92950794285714,15.288791,82.357139,18.18969883976348,89960.25714285714,70579.0,116221.0,15124.245216641699
2023-06-02 11:00:00,33.014718,15.288791,82.357139,17.935251355760016,90364.69444444444,70579.0,116221.0,15102.840398546505
2023-06-02 12:00:00,33.34413856756757,15.288791,82.357139,17.797557025215312,90902.81081081081,70579.0,116221.0,15247.093338363507
2023-06-02 13:00:00,33.78974244736842,15.288791,82.357139,17.769004763112186,91558.57894736843,70579.0,116221.0,15573.438552820113
2023-06-02 14:00:00,34.44509058974359,15.288791,82.357139,18.00495526839227,92295.89743589744,70579.0,120314.0,16042.17788206234
2023-06-02 15:00:00,35.33783075,15.288791,82.357139,18.64793680102418,93087.25,70579.0,123950.0,16607.29570870617
2023-06-02 16:00:00,36.59519797560976,15.288791,86.889887,20.09656125318851,93899.87804878049,70579.0,126405.0,17204.1318339449
2023-06-02 17:00:00,37.79589323809524,15.288791,87.024399,21.32067883267194,94675.57142857143,70579.0,126479.0,17721.01815626782
2023-06-02 18:00:00,38.53298718604651,15.288791,87.024399,21.612737924463012,95346.58139534884,70579.0,126479.0,18053.2105484402
2023-06-02 19:00:00,38.834418568181825,15.288791,87.024399,21.4533280804489,95876.72727272728,70579.0,126479.0,18185.304996916246
2023-06-02 20:00:00,38.89244564444444,15.288791,87.024399,21.211711080634,96279.6888888889,70579.0,126479.0,18179.557221358464
2023-06-02 21:00:00,38.78638967391304,15.288791,87.024399,20.98703161224278,96548.23913043478,70579.0,126479.0,18068.464882446784
2023-06-02 22:00:00,38.60842721276595,15.288791,87.024399,20.793482064903912,96645.31914893616,70579.0,126479.0,17883.378169231783
2023-06-02 23:00:00,38.33033220833334,15.288791,87.024399,20.661116283349596,96574.66666666667,70579.0,126479.0,17698.876823761875
2023-06-03 00:00:00,37.989087714285716,15.288791,87.024399,20.583835872160865,96329.02040816327,70579.0,126479.0,17597.754296227922
2023-06-03 01:00:00,37.60535874,15.288791,87.024399,20.552612317281607,95993.16,70579.0,126479.0,17578.425624704436
2023-06-03 02:00:00,37.20813670588235,15.288791,87.024399,20.54285102333663,95598.8431372549,70579.0,126479.0,17628.125302904507
2023-06-03 03:00:00,36.786070961538464,15.260718,87.024399,20.566898182153697,95172.0,70579.0,126479.0,17723.76348406895
2023-06-03 04:00:00,36.373648811320756,14.927697,87.024399,20.588288295702483,94733.15094339622,70579.0,126479.0,17840.90766317703
2023-06-03 05:00:00,35.972682722222224,14.72148,87.024399,20.60489528116269,94311.5925925926,70579.0,126479.0,17941.25920310923
2023-06-03 06:00:00,35.5881834,14.72148,87.024399,20.611420153657097,93920.87272727273,70579.0,126479.0,18009.00577905867
2023-06-03 07:00:00,35.23318160714286,14.72148,87.024399,20.595240192009648,93582.57142857143,70579.0,126479.0,18023.222767869785
2023-06-03 08:00:00,34.95838645614035,14.72148,87.024399,20.515695656099666,93332.05263157895,70579.0,126479.0,17961.436667424317
2023-06-03 09:00:00,34.76818713793104,14.72148,87.024399,20.386462722449327,93174.87931034483,70579.0,126479.0,17843.37766789723
2023-06-03 10:00:00,34.63305288135593,14.72148,87.024399,20.236591222477745,93102.30508474576,70579.0,126479.0,17697.66834072845
2023-06-03 11:00:00,34.57833156666666,14.72148,87.024399,20.068838508022598,93104.15,70579.0,126479.0,17547.052966939387
2023-06-03 12:00:00,34.5715342295082,14.72148,87.024399,19.90096629583796,93164.86885245901,70579.0,126479.0,17406.67430084929
2023-06-03 13:00:00,34.608252887096775,14.72148,87.024399,19.739287067160287,93269.24193548386,70579.0,126479.0,17282.95793756541
2023-06-03 14:00:00,34.696549142857144,14.72148,87.024399,19.59199094047608,93402.68253968254,70579.0,126479.0,17175.70044477259
2023-06-03 15:00:00,34.8271836875,14.72148,87.024399,19.463953817835105,93553.984375,70579.0,126479.0,17081.779047056265
2023-06-03 16:00:00,35.00363761538461,14.72148,87.024399,19.363622506555178,93717.4923076923,70579.0,126479.0,16998.993077829527
2023-06-03 17:00:00,35.185885393939394,14.72148,87.024399,19.271054917174407,93875.87878787878,70579.0,126479.0,16916.73233177973
2023-06-03 18:00:00,35.284834985074625,14.72148,87.024399,19.14164789096904,94001.77611940299,70579.0,126479.0,16819.684734570095
2023-06-03 19:00:00,35.300017264705886,14.72148,87.024399,18.998675251601036,94076.76470588235,70579.0,126479.0,16705.141822712692
2023-06-03 20:00:00,35.235352579710145,14.72148,87.024399,18.866109907547443,94108.65217391304,70579.0,126479.0,16583.97038676211
2023-06-03 21:00:00,35.142810828571434,14.72148,87.024399,18.744897280391786,94089.35714285714,70579.0,126479.0,16464.149554464086
2023-06-03 22:00:00,34.98476176056339,14.72148,87.024399,18.65811166523728,93995.32394366198,70579.0,126479.0,16365.317492249666
2023-06-03 23:00:00,34.771711180555556,14.72148,87.024399,18.61424399831327,93823.36111111111,70579.0,126479.0,16315.041542816203
2023-06-04 00:00:00,34.5207385890411,14.72148,87.024399,18.6084869362115,93563.39726027397,70579.0,126479.0,16352.891362368822
2023-06-04 01:00:00,34.25433660810811,14.72148,87.024399,18.622139062941233,93258.41891891892,70579.0,126479.0,16451.03890128803
2023-06-04 02:00:00,33.98208742666667,13.835648,87.024399,18.645556130450707,92925.14666666667,68263.0,126479.0,16592.459373033456
2023-06-04 03:00:00,33.69332439473684,12.036097,87.024399,18.691135081527587,92576.32894736843,66415.0,126479.0,16759.657539371667
2023-06-04 04:00:00,33.40936890909091,11.828752,87.024399,18.734200627119755,92224.36363636363,65475.0,126479.0,16933.07351007512
2023-06-04 05:00:00,33.12731607692308,11.409248,87.024399,18.77810997018417,91880.6282051282,65413.0,126479.0,17094.4798450161
2023-06-04 06:00:00,32.84382046835443,10.731163,87.024399,18.826733360327676,91551.89873417722,65413.0,126479.0,17234.03020606207
2023-06-04 07:00:00,32.5867493875,10.731163,87.024399,18.847972714505904,91249.775,65413.0,126479.0,17336.50640128797
2023-06-04 08:00:00,32.35945269135802,10.731163,87.024399,18.841185375074367,90990.97530864198,65413.0,126479.0,17384.55300617139
2023-06-04 09:00:00,32.157149573170734,10.731163,87.024399,18.813921645704866,90779.29268292683,65413.0,126479.0,17382.920375399433
2023-06-04 10:00:00,31.975930421686748,10.731163,87.024399,18.771594749849967,90609.18072289157,65413.0,126479.0,17345.974491987963
2023-06-04 11:00:00,31.821291976190476,10.731163,87.024399,18.711921614315603,90478.33333333333,65413.0,126479.0,17282.82106694762
2023-06-04 12:00:00,31.68881891764706,10.731163,87.024399,18.6402628499812,90383.23529411765,65413.0,126479.0,17201.997255058064
2023-06-04 13:00:00,31.57879975581395,10.731163,87.024399,18.558356717478663,90319.6511627907,65413.0,126479.0,17110.672798521322
2023-06-04 14:00:00,31.509688494252877,10.731163,87.024399,18.461401631916353,90283.64367816092,65413.0,126479.0,17014.216426392268
2023-06-04 15:00:00,31.476691147727273,10.731163,87.024399,18.357604882761223,90277.30681818182,65413.0,126479.0,16916.255409093945
2023-06-04 16:00:00,31.477078,10.731163,87.024399,18.253002658916028,90300.59550561798,65413.0,126479.0,16821.300562976085
2023-06-04 17:00:00,31.506849533333334,10.731163,87.024399,18.152365417057702,90344.44444444444,65413.0,126479.0,16731.70390801302
2023-06-04 18:00:00,31.56344595604396,10.731163,87.024399,18.05930932321245,90384.56043956045,65413.0,126479.0,16642.890575730857
2023-06-04 19:00:00,31.586995782608696,10.731163,87.024399,17.96122865133784,90407.44565217392,65413.0,126479.0,16552.64903494111
2023-06-04 20:00:00,31.569017247311827,10.731163,87.024399,17.864187940463705,90410.64516129032,65413.0,126479.0,16462.47210663852
2023-06-04 21:00:00,31.534327531914894,10.731163,87.024399,17.771067251560645,90382.48936170213,65413.0,126479.0,16376.000370161866
2023-06-04 22:00:00,31.42252042105263,10.731163,87.024399,17.70984811959101,90299.24210526315,65413.0,126479.0,16308.857709269128
2023-06-04 23:00:00,31.274435625,10.731163,87.024399,17.676041821034243,90158.54166666667,65413.0,126479.0,16281.2633849088
2023-06-05 00:00:00,31.11938202061856,10.731163,87.024399,17.64992585595787,89963.27835051547,65413.0,126479.0,16310.01793999516
2023-06-05 01:00:00,30.951894897959182,10.731163,87.024399,17.636820214859583,89740.17346938775,65413.0,126479.0,16375.355641074182
2023-06-05 02:00:00,30.76763578787879,10.731163,87.024399,17.642124658211397,89502.44444444444,65413.0,126479.0,16462.412293924222
2023-06-05 03:00:00,30.591052800000003,10.731163,87.024399,17.641395442181988,89260.93,65351.0,126479.0,16556.16067169468
2023-06-05 04:00:00,30.426865673267326,10.731163,87.024399,17.630352903076638,89030.56435643564,65351.0,126479.0,16635.06215582968
2023-06-05 05:00:00,30.297288794117648,10.731163,87.024399,17.59160090301373,88833.76470588235,65351.0,126479.0,16671.40992818524
2023-06-05 06:00:00,30.18656822330097,10.731163,87.024399,17.54118408262976,88687.80582524271,65351.0,126479.0,16655.49034429744
2023-06-05 07:00:00,30.091514134615387,10.731163,87.024399,17.482719928205235,88586.52884615384,65351.0,126479.0,16606.59006104114
2023-06-05 08:00:00,30.006640619047623,10.731163,87.024399,17.420188461090913,88514.22857142857,65351.0,126479.0,16543.155186486514
2023-06-05 09:00:00,29.93675562264151,10.731163,87.024399,17.351960617827178,88465.16981132075,65351.0,126479.0,16471.93559821801
2023-06-05 10:00:00,29.894187504672896,10.731163,87.024399,17.27553036219782,88440.05607476635,65351.0,126479.0,16396.111752503988
2023-06-05 11:00:00,29.86969574074074,10.731163,87.024399,17.19649781000387,88438.71296296296,65351.0,126479.0,16319.320523152928
2023-06-05 12:00:00,29.87116847706422,10.731163,87.024399,17.11670615173399,88461.71559633028,65351.0,126479.0,16245.36760302008
2023-06-05 13:00:00,29.887670145454546,10.731163,87.024399,17.03888723431529,88510.0,65351.0,126479.0,16178.603463732497
2023-06-05 14:00:00,29.926824018018017,10.731163,87.024399,16.966276488233405,88580.75675675676,65351.0,126479.0,16122.140475539283
2023-06-05 15:00:00,30.00331101785714,10.731163,87.024399,16.909065113079187,88671.95535714286,65351.0,126479.0,16078.348355064889
2023-06-05 16:00:00,30.13889815044248,10.731163,87.024399,16.89500028488788,88783.77876106194,65351.0,126479.0,16050.487126972695
2023-06-05 17:00:00,30.305884535087717,10.731163,87.024399,16.914308598761767,88907.31578947368,65351.0,126479.0,16033.656158007123
2023-06-05 18:00:00,30.423581808695655,10.731163,87.024399,16.887193220653923,89024.37391304348,65351.0,126479.0,16012.459460463831
2023-06-05 19:00:00,30.49440281034483,10.731163,87.024399,16.83090323076723,89119.94827586207,65351.0,126479.0,15975.88494920844
2023-06-05 20:00:00,30.522207128205128,10.731163,87.024399,16.760897678001115,89191.76068376069,65351.0,126479.0,15925.828780279715
2023-06-05 21:00:00,30.52965622881356,10.731163,87.024399,16.68931236781119,89231.66949152542,65351.0,126479.0,15863.548386242308
2023-06-05 22:00:00,30.512033941176472,10.731163,87.024399,16.61955630475755,89216.63025210085,65351.0,126479.0,15797.038873920697
2023-06-05 23:00:00,30.43142915,10.731163,87.024399,16.573117333188453,89144.60833333334,65351.0,126479.0,15750.297365898066
2023-06-06 00:00:00,30.340964272727273,10.731163,87.024399,16.533891480780245,89022.99173553719,65351.0,126479.0,15741.48226104934
2023-06-06 01:00:00,30.234920426229507,10.731163,87.024399,16.507036110538756,88873.5081967213,65351.0,126479.0,15763.010732707005
2023-06-06 02:00:00,30.111179910569106,10.731163,87.024399,16.49642752638024,88708.25203252032,65351.0,126479.0,15804.902031940517
2023-06-06 03:00:00,29.97687864516129,10.731163,87.024399,16.497158293782544,88535.55645161291,65351.0,126479.0,15857.5604005968
2023-06-06 04:00:00,29.85209288,10.731163,87.024399,16.489628842025294,88369.176,65351.0,126479.0,15902.660392192849
2023-06-06 05:00:00,29.746103642857143,10.731163,87.024399,16.46657356556385,88227.76984126984,65351.0,126479.0,15918.257100153993
2023-06-06 06:00:00,29.66570537007874,10.731163,87.024399,16.426106946773594,88127.56692913386,65351.0,126479.0,15895.125961838332
2023-06-06 07:00:00,29.5954254296875,10.731163,87.024399,16.3806188151043,88064.1484375,65351.0,126479.0,15848.672610449927
2023-06-06 08:00:00,29.54419914728682,10.731163,87.024399,16.326876593178355,88025.97674418605,65351.0,126479.0,15792.594452417161
2023-06-06 09:00:00,29.510087076923078,10.731163,87.024399,16.26812102093089,88008.8,65351.0,126479.0,15732.482787448527
2023-06-06 10:00:00,29.50746775572519,10.731163,87.024399,16.20545826383785,88014.58778625954,65351.0,126479.0,15671.99642913839
2023-06-06 11:00:00,29.521616954545454,10.731163,87.024399,16.144305340562834,88043.65909090909,65351.0,126479.0,15615.63748045726
2023-06-06 12:00:00,29.551972518796994,10.731163,87.024399,16.086846003385244,88096.17293233082,65351.0,126479.0,15568.15898377551
2023-06-06 13:00:00,29.607575835820896,10.731163,87.024399,16.039175227761785,88171.76119402985,65351.0,126479.0,15534.184303903938
2023-06-06 14:00:00,29.68339145185185,10.731163,87.024399,16.003478013388804,88266.11851851852,65351.0,126479.0,15514.896088680864
2023-06-06 15:00:00,29.795444580882354,10.731163,87.024399,15.997555770423224,88377.125,65351.0,126479.0,15511.440954358668
2023-06-06 16:00:00,29.974633277372263,10.731163,87.024399,16.076034630519253,88502.02189781022,65351.0,126479.0,15523.2967742733
2023-06-06 17:00:00,30.21647961594203,10.731163,87.024399,16.267269165242222,88631.96376811594,65351.0,126479.0,15541.683704976716
2023-06-06 18:00:00,30.414738287769783,10.731163,87.024399,16.375899492112282,88751.76978417266,65351.0,126479.0,15549.557805966997
2023-06-06 19:00:00,30.549808985714286,10.731163,87.024399,16.39496801084689,88850.42142857143,65351.0,126479.0,15537.430969683077
2023-06-06 20:00:00,30.597862035460995,10.731163,87.024399,16.346271576113114,88926.5035460993,65351.0,126479.0,15508.17746574096
2023-06-06 21:00:00,30.612537098591552,10.731163,87.024399,16.289141644820443,88974.97183098592,65351.0,126479.0,15463.87571218011
2023-06-06 22:00:00,30.596898265734264,10.731163,87.024399,16.232761476183253,88976.6993006993,65351.0,126479.0,15409.343089998387
2023-06-06 23:00:00,30.550289993055557,10.731163,87.024399,16.185570292010805,88929.94444444444,65351.0,126479.0,15365.616367283877
2023-06-07 00:00:00,30.47647500689655,10.731163,87.024399,16.15374524629853,88830.02068965517,65351.0,126479.0,15359.373610305782
2023-06-07 01:00:00,30.38744141780822,10.731163,87.024399,16.13385305237269,88706.8698630137,65351.0,126479.0,15378.479903026013
2023-06-07 02:00:00,30.28329555102041,10.731163,87.024399,16.128011174247046,88569.78231292516,65351.0,126479.0,15415.588464908205
2023-06-07 03:00:00,30.17265971621622,10.731163,87.024399,16.129315937144547,88426.33108108108,65351.0,126479.0,15461.867560364928
2023-06-07 04:00:00,30.06783602013423,10.731163,87.024399,16.125577284520194,88287.38926174496,65351.0,126479.0,15502.594446210205
2023-06-07 05:00:00,29.983131973333336,10.731163,87.024399,16.104821105202415,88168.59333333334,65351.0,126479.0,15518.83853637494
2023-06-07 06:00:00,29.91725139735099,10.731163,87.024399,16.07145105061848,88083.68874172185,65351.0,126479.0,15502.171281118619
2023-06-07 07:00:00,29.851613250000003,10.731163,87.024399,16.038574455693347,88028.6052631579,65351.0,126479.0,15465.67185273229
2023-06-07 08:00:00,29.789974797385618,10.731163,87.024399,16.003900213375804,87992.02614379085,65351.0,126479.0,15421.352924618113
2023-06-07 09:00:00,29.743332201298703,10.731163,87.024399,15.962012263105308,87968.72077922078,65351.0,126479.0,15373.594334168942
2023-06-07 10:00:00,29.704967561290324,10.731163,87.024399,15.917271062553192,87958.76774193549,65351.0,126479.0,15324.099781538129
2023-06-07 11:00:00,29.674909275641028,10.731163,87.024399,15.870283130002573,87961.02564102564,65351.0,126479.0,15274.613246969608
2023-06-07 12:00:00,29.661881076433122,10.731163,87.024399,15.82017730451162,87975.33121019109,65351.0,126479.0,15226.632537789783
2023-06-07 13:00:00,29.6595544556962,10.731163,87.024399,15.769741208219571,88003.35443037975,65351.0,126479.0,15182.14946014782
2023-06-07 14:00:00,29.65847637735849,10.731163,87.024399,15.719763628499132,88041.82389937107,65351.0,126479.0,15141.800433695309
2023-06-07 15:00:00,29.674838862500003,10.731163,87.024399,15.671619203141336,88089.8625,65351.0,126479.0,15106.335687984747
2023-06-07 16:00:00,29.72184155900621,10.731163,87.024399,15.63394833225319,88147.4099378882,65351.0,126479.0,15076.747136929122
2023-06-07 17:00:00,29.78882713580247,10.731163,87.024399,15.608622829377438,88209.91358024691,65351.0,126479.0,15050.891590517278
2023-06-07 18:00:00,29.835638134969322,10.731163,87.024399,15.57184639685717,88266.20858895706,65351.0,126479.0,15021.570366960814
2023-06-07 19:00:00,29.84076177439024,10.731163,87.024399,15.524145174399212,88308.12804878049,65351.0,126479.0,14985.039969018211
2023-06-07 20:00:00,29.83392037575758,10.731163,87.024399,15.476992588066544,88334.61818181818,65351.0,126479.0,14943.15869752521
2023-06-07 21:00:00,29.821082487951806,10.731163,87.024399,15.430907849114229,88343.10843373495,65351.0,126479.0,14898.209177727442
2023-06-07 22:00:00,29.76597516766467,10.731163,87.024399,15.400832778847953,88316.7125748503,65351.0,126479.0,14857.18359375611
2023-06-07 23:00:00,29.698075202380952,10.731163,87.024399,15.379854518656032,88253.52976190476,65351.0,126479.0,14835.255301321788
2023-06-08 00:00:00,29.676397416666667,10.731163,87.024399,15.396402912621808,88214.85714285714,65351.0,126479.0,14869.817000225257
2023-06-08 01:00:00,29.66289361309524,10.731163,87.024399,15.407949894413207,88179.92857142857,65351.0,126479.0,14909.150416391265
2023-06-08 02:00:00,29.646319952380953,10.731163,87.024399,15.424198938206942,88148.26785714286,65351.0,126479.0,14949.340993014628
2023-06-08 03:00:00,29.630165910714286,10.731163,87.024399,15.440738158257638,88119.41666666667,65351.0,126479.0,14988.078496690425
2023-06-08 04:00:00,29.612167404761905,10.731163,87.024399,15.458334641466916,88093.0,65351.0,126479.0,15022.71292545785
2023-06-08 05:00:00,29.59944205952381,10.731163,87.024399,15.468439779397032,88066.74404761905,65351.0,126479.0,15052.036617524338
2023-06-08 06:00:00,29.58479302380952,10.731163,87.024399,15.476633649318108,88039.54761904762,65351.0,126479.0,15073.350964239235
2023-06-08 07:00:00,29.56494032738095,10.731163,87.024399,15.486616671712701,88010.77380952382,65351.0,126479.0,15087.392092476557
2023-06-08 08:00:00,29.53545147619048,10.731163,87.024399,15.496570392380688,87976.13095238095,65351.0,126479.0,15097.5740310643
2023-06-08 09:00:00,29.483649303571426,10.731163,87.024399,15.505724044923413,87930.48214285714,65351.0,126479.0,15103.597830874758
2023-06-08 10:00:00,29.43230415476191,10.731163,87.024399,15.507001566658792,87871.04761904762,65351.0,126479.0,15100.92652937636
2023-06-08 11:00:00,29.35258998214286,10.731163,87.024399,15.493326072508639,87795.41071428571,65351.0,126479.0,15083.334712981621
2023-06-08 12:00:00,29.236989523809523,10.731163,87.024399,15.441096684726396,87705.66071428571,65351.0,126479.0,15046.257548027046
2023-06-08 13:00:00,29.11895133333333,10.731163,87.024399,15.357983512191467,87602.22619047618,65351.0,126479.0,14983.057614967694
2023-06-08 14:00:00,28.969602666666667,10.731163,87.024399,15.212390527471147,87486.32142857143,65351.0,126479.0,14891.011154031075
2023-06-08 15:00:00,28.79315695238095,10.731163,87.024399,14.994475017628252,87361.04166666667,65351.0,126479.0,14770.504317343819
2023-06-08 16:00:00,28.561053976190475,10.731163,87.024399,14.590214895832467,87228.52380952382,65351.0,126479.0,14620.234856011664
2023-06-08 17:00:00,28.283553238095237,10.731163,87.024399,13.991990532205033,87095.20833333333,65351.0,126479.0,14455.467936242612
2023-06-08 18:00:00,28.085580005952384,10.731163,87.024399,13.667418568309646,86965.98214285714,65351.0,126479.0,14300.182097359566
2023-06-08 19:00:00,27.957332035714288,10.731163,87.024399,13.516137998104307,86845.86904761905,65351.0,126479.0,14174.987606605488
2023-06-08 20:00:00,27.882447130952375,10.731163,87.024399,13.46104865251472,86733.76785714286,65351.0,126479.0,14076.353864103565
2023-06-08 21:00:00,27.833217916666666,10.731163,87.024399,13.436873301374344,86636.29761904762,65351.0,126479.0,14013.468651957486
2023-06-08 22:00:00,27.78481288095238,10.731163,87.024399,13.439825263883318,86550.74404761905,65351.0,126479.0,13996.802705475704
2023-06-08 23:00:00,27.729173202380952,10.731163,87.024399,13.457350983864675,86475.41666666667,65351.0,126479.0,14018.093674977306
2023-06-09 00:00:00,27.69515455952381,10.731163,87.024399,13.476667331813093,86409.29761904762,65351.0,126479.0,14066.325342513272
2023-06-09 01:00:00,27.66988198809524,10.731163,87.024399,13.4949705871342,86351.69642857143,65351.0,126479.0,14123.41684912396
2023-06-09 02:00:00,27.65002588095238,10.731163,87.024399,13.512764127054561,86301.60119047618,65351.0,126479.0,14181.411835722474
2023-06-09 03:00:00,27.637282922619047,10.731163,87.024399,13.525476793542513,86257.44047619047,65003.0,126479.0,14236.336492054344
2023-06-09 04:00:00,27.62416388690476,10.731163,87.024399,13.538353133785836,86217.51785714286,65003.0,126479.0,14285.105339148782
2023-06-09 05:00:00,27.615080357142862,10.731163,87.024399,13.545229135979964,86180.0,65003.0,126479.0,14323.87099061173
2023-06-09 06:00:00,27.60471608928571,10.731163,87.024399,13.550463434894137,86141.88095238095,65003.0,126479.0,14350.90605907102
2023-06-09 07:00:00,27.591661976190476,10.731163,87.024399,13.556381464295217,86102.89880952382,65003.0,126479.0,14366.626107345512
2023-06-09 08:00:00,27.571720285714285,10.731163,87.024399,13.561897252049388,86052.24404761905,65003.0,126479.0,14374.198932950518
2023-06-09 09:00:00,27.543798089285712,10.731163,87.024399,13.567156262489576,85982.68452380953,65003.0,126479.0,14368.226707573822
2023-06-09 10:00:00,27.498570196428574,10.731163,87.024399,13.56447621262055,85889.05357142857,65003.0,126479.0,14335.8442784774
2023-06-09 11:00:00,27.441065708333333,10.731163,87.024399,13.548700866040035,85769.36309523809,65003.0,126479.0,14263.119140702112
2023-06-09 12:00:00,27.335892113095237,10.731163,87.024399,13.478390866603426,85622.55357142857,65003.0,126479.0,14135.737341530126
2023-06-09 13:00:00,27.21172751190476,10.731163,87.024399,13.361361041673193,85451.50595238095,65003.0,126479.0,13940.636461727552
2023-06-09 14:00:00,27.038122505952384,10.731163,87.024399,13.128758823876645,85260.22619047618,65003.0,126479.0,13677.400295186162
2023-06-09 15:00:00,26.814205767857146,10.731163,87.024399,12.702871420766328,85052.94642857143,65003.0,126479.0,13347.438877101129
2023-06-09 16:00:00,26.497943142857146,10.731163,87.024399,11.82961199161811,84837.73214285714,65003.0,126479.0,12962.62803133379
2023-06-09 17:00:00,26.18558661904762,10.731163,69.490933,10.876250478203449,84625.49404761905,65003.0,123529.0,12562.472590250776
2023-06-09 18:00:00,25.964883892857145,10.731163,63.349428,10.355982549519629,84425.33333333333,65003.0,118673.0,12201.61292256786
2023-06-09 19:00:00,25.840387678571428,10.731163,63.349428,10.167595605677098,84242.86309523809,65003.0,114010.0,11912.169525384677
2023-06-09 20:00:00,25.770052208333336,10.731163,63.349428,10.099641554442988,84077.75595238095,65003.0,108633.0,11687.220858492115
2023-06-09 21:00:00,25.738949107142854,10.731163,63.349428,10.08213250247471,83933.66666666667,65003.0,106434.0,11530.847000931088
2023-06-09 22:00:00,25.689896452380953,10.731163,63.349428,10.079257548273725,83807.46428571429,65003.0,106434.0,11457.511631638661
2023-06-09 23:00:00,25.65218343452381,10.731163,63.349428,10.092720347537092,83695.79761904762,65003.0,106434.0,11456.31179981604
